"codigo";"nome_ascii";"nivel_ensino";"ano";"periodo";"capacidade_aluno";"local";"data_inicio";"data_fim";"codigo_turma";"descricao_horario";"observacao";"distancia";"tipo";"data_consolidacao";"agrupadora";"situacao_turma";"convenio";"modalidade_participantes";"campus_turma"
"DAN0507";"PLURALIDADE CULTURAL E EDUCACAO";"GRADUAÇÃO";2017;1;40;"2E3";"2017-02-13";"2017-07-01";"01";"46N34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CST2075";"POLITICAS PUBLICAS DE SAUDE";"GRADUAÇÃO";2017;1;40;"Sala de Aula 04";"2017-02-13";"2017-07-01";"01";"4T123";"";"f";1;"";"f";"EXCLUÍDA";"";"Presencial";"Campus Santa Cruz"
"DBF0214";"FARMACODINAMICA";"GRADUAÇÃO";2017;1;20;"Sala Imburana";"2017-02-13";"2017-07-01";"01A";"24N34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DBQ0023";"BIOQUIMICA";"GRADUAÇÃO";2017;1;35;"Sala Quixabeira/CB, 2º andar, 3ª sala";"2017-02-13";"2017-07-01";"02";"2346N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DEB0602";"PROCESSOS E CERTIFICACAO DE SOFTWARE EM SAUDE";"GRADUAÇÃO";2017;1;40;"4C6";"2017-02-13";"2017-07-01";"01";"2N34 4N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CST3078";"POLITICAS PUBLICAS DE SAUDE";"GRADUAÇÃO";2017;1;45;"Bloco I - Sala 02";"2017-02-13";"2017-07-01";"01";"6T456";"";"f";1;"";"f";"A DEFINIR DOCENTE";"";"Presencial";"Campus Santa Cruz"
"DEB0706";"BIOSSEGURANCA E BIOETICA";"GRADUAÇÃO";2017;1;40;"4A3";"2017-02-13";"2017-07-01";"01";"6N1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DIM0516";"METODOS FORMAIS DE ENGENHARIA DE SOFTWARE";"GRADUAÇÃO";2017;1;36;"A309 CIVT";"2017-02-13";"2017-07-01";"01";"24T12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DIM0529";"DESENVOLVIMENTO EM TIMES";"GRADUAÇÃO";2017;1;30;"3B1";"2017-02-13";"2017-07-01";"01";"35M56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DIM0517";"GERENCIA DE CONFIGURACAO E MUDANCAS";"GRADUAÇÃO";2017;1;30;"A303 CIVT";"2017-02-13";"2017-07-01";"01";"24T34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DIM0510";"PROCESSOS DE SOFTWARE";"GRADUAÇÃO";2017;1;30;"A303 CIVT";"2017-02-13";"2017-07-01";"01";"35T12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ELE0390";"ELETROTECNICA BASICA";"GRADUAÇÃO";2017;1;40;"4B3";"2017-02-13";"2017-07-01";"01";"24M56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DDP0210";"DIREITO PROCESSUAL CIVIL I";"GRADUAÇÃO";2017;1;53;"1G1";"2017-02-13";"2017-07-01";"02";"6N1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"PED1032";"ESTAGIO SUPERVISIONADO NOS ANOS INICIAIS DO ENSINO FUNDAMENTAL - III";"GRADUAÇÃO";2017;1;100;"MULTIPOLO";"2017-02-13";"2017-07-01";"01";"";"";"t";1;"";"f";"ABERTA";"";"A Distância";""
"DMP0114";"ENTOMOLOGIA GERAL";"GRADUAÇÃO";2017;1;40;"MULUNGÚ";"2017-02-13";"2017-07-01";"02";"24T56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"IMD0029";"ESTRUTURA DE DADOS BASICAS I";"GRADUAÇÃO";2017;1;32;"A307";"2017-02-13";"2017-07-01";"04";"35N12 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"FAR0056";"FARMACOTECNICA";"GRADUAÇÃO";2017;1;12;"Faculdade de Farmácia";"2017-02-13";"2017-07-01";"01B";"3M12345 45M45 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"FPD1032";"HISTORIA E CULTURA AFRO-BRASILEIRA E INDIGENA";"GRADUAÇÃO";2017;1;120;"MULTIPOLO";"2017-02-13";"2017-07-01";"01";"";"";"t";1;"";"f";"ABERTA";"";"A Distância";""
"PED1027";"ENSINO DA GEOGRAFIA";"GRADUAÇÃO";2017;1;200;"MULTIPOLO";"2017-02-13";"2017-07-01";"01";"";"";"t";1;"";"f";"ABERTA";"";"A Distância";""
"DCS0025";"OFICINA I DE METODOS QUALITATIVOS";"GRADUAÇÃO";2017;1;40;"IIE4";"2017-02-13";"2017-07-01";"02";"2N1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"FPE5010";"SOCIOLOGIA DA EDUCACAO";"GRADUAÇÃO";2017;1;50;"Prédio da Pedagogia - 304";"2017-02-13";"2017-07-01";"02";"5N1234 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CST2170.2";"ATENCAO FISIOTERAPEUTICA EM NEUROLOGIA II";"GRADUAÇÃO";2017;1;12;"Clínica de Fisioterapia";"2017-02-21";"2017-04-04";"01";"35M123 (21/02/2017 - 04/04/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Santa Cruz"
"DAT0129";"CINEMA I";"GRADUAÇÃO";2017;1;40;"DEART - SALA 26";"2017-02-13";"2017-07-01";"01";"4M3456";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DAT0111";"DESENHO EM COMPUTADOR II";"GRADUAÇÃO";2017;1;23;"DEART - SALA 18";"2017-02-13";"2017-07-01";"02";"6M2345 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CST2171.1";"PRATICA SUPERVISIONADA II - MEDIA COMPLEXIDADE I";"GRADUAÇÃO";2017;1;7;"HUAB";"2017-04-25";"2017-06-06";"06";"35M23456 (25/04/2017 - 06/06/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Santa Cruz"
"DGN0103";"DESENHO TECNICO";"GRADUAÇÃO";2017;1;22;"DEART - SALA R";"2017-02-13";"2017-07-01";"02";"5M2345 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ELE0671";"FOTONICA";"GRADUAÇÃO";2017;1;30;"A DEFINIR";"2017-02-13";"2017-07-01";"01";"24M34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"PEC5015";"DIDATICA";"GRADUAÇÃO";2017;1;50;"SALA 403 DO BLOCO CE";"2017-02-13";"2017-07-01";"01";"35T456";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"LET0450";"TOPICOS DA NARRATIVA BRASILEIRA";"GRADUAÇÃO";2017;1;25;"2D4";"2017-02-13";"2017-07-01";"02";"5N1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DGN0102";"OFICINA DE MODELOS E MATERIAIS I";"GRADUAÇÃO";2017;1;22;"DEART - SALA D";"2017-02-13";"2017-07-01";"01";"4T2345";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DET0151";"ENGENHARIA DO VESTUARIO II";"GRADUAÇÃO";2017;1;20;"LABTEX - SALA 3 - LAB DESENHO MODA";"2017-02-13";"2017-07-01";"01";"3N12 5N21";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DET0153";"LABORATORIO DE CAD/CAM APLICADO A ENGENHARIA DO VESTUARIO";"GRADUAÇÃO";2017;1;20;"LABTEX - LABCAD";"2017-02-13";"2017-07-01";"01";"6T3456";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CST2171.2";"PRATICA SUPERVISIONADA II - MEDIA COMPLEXIDADE II";"GRADUAÇÃO";2017;1;7;"Clínica";"2017-03-06";"2017-04-17";"02";"245T456 (06/03/2017 - 17/04/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Santa Cruz"
"CST2171.3";"PRATICA SUPERVISIONADA II - MEDIA COMPLEXIDADE III";"GRADUAÇÃO";2017;1;7;"Clínica";"2017-03-06";"2017-04-17";"02";"245T123 (06/03/2017 - 17/04/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Santa Cruz"
"CIN0039";"METODOLOGIA DA PESQUISA II";"GRADUAÇÃO";2017;1;53;"IG2";"2017-02-13";"2017-07-01";"02";"6N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CST2171.4";"PRATICA SUPERVISIONADA II - ALTA COMPLEXIDADE I";"GRADUAÇÃO";2017;1;7;"HUAB (seg e qua)/ Mejec (sex)";"2017-05-15";"2017-06-02";"02";"246M23456 (15/05/2017 - 02/06/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Santa Cruz"
"FPE5014";"FUNDAMENTOS HISTORICO-FILOSOFICOS DA EDUCACAO BRASILEIRA";"GRADUAÇÃO";2017;1;50;"Prédio da Pedagogia - 305";"2017-02-13";"2017-07-01";"01";"35T123 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CST2171.5";"PRATICA SUPERVISIONADA II - ALTA COMPLEXIDADE II";"GRADUAÇÃO";2017;1;7;"A Definir";"2017-04-19";"2017-05-12";"02";"246M23456 (19/04/2017 - 12/05/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Santa Cruz"
"FPE5017";"EDUCACAO ESPECIAL EM UMA PERSPECTIVA INCLUSIVA";"GRADUAÇÃO";2017;1;50;"Prédio da Pedagogia - 305";"2017-02-13";"2017-07-01";"02";"4T3456";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"FPE5018";"EDUCACAO INFANTIL";"GRADUAÇÃO";2017;1;50;"Prédio da Pedagogia - 305";"2017-02-13";"2017-07-01";"02";"2T3456";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"FPE5019";"ALFABETIZACAO E LETRAMENTO I";"GRADUAÇÃO";2017;1;50;"Prédio da Pedagogia - 305";"2017-02-13";"2017-07-01";"01";"24T12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CST0001";"SAUDE E CIDADANIA";"GRADUAÇÃO";2017;1;12;"Est. de Saúde da Família/ Salas Bloco I";"2017-02-13";"2017-07-01";"06";"5M234 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Santa Cruz"
"DSC0116";"ELABORACAO DE TRABALHO CIENTIFICO";"GRADUAÇÃO";2017;1;30;"SALA 5";"2017-02-13";"2017-07-01";"01";"2T23 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"LET0528";"FONETICA E FONOLOGIA";"GRADUAÇÃO";2017;1;40;"2H4";"2017-02-13";"2017-07-01";"01";"6N1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ECT2414";"ELETRICIDADE APLICADA";"GRADUAÇÃO";2017;1;25;"ECT - Sala 2";"2017-02-13";"2017-07-01";"02C";"35M34  3T12 (13/02/2017 - 31/03/2017), 35M34 (01/04/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"MEC1509";"METROLOGIA INDUSTRIAL";"GRADUAÇÃO";2017;1;25;"NTI - LAB. METROLOGIA";"2017-02-13";"2017-07-01";"01";"35M12 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ECT2411";"CIENCIA E TECNOLOGIA DOS MATERIAIS";"GRADUAÇÃO";2017;1;25;"ECT - Sala 2";"2017-02-13";"2017-07-01";"02A";"24T34 (13/02/2017 - 19/02/2017), 4M34  24T34 (20/02/2017 - 31/03/2017),  24T34 (01/04/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DOL0158";"ECOLOGIA DE AMBIENTES AQUATICOS";"GRADUAÇÃO";2017;1;30;"Centro de Biociências (CB)";"2017-02-13";"2017-07-01";"01";"35T56 4T12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DMP0091";"MICROBIOLOGIA BASICA";"GRADUAÇÃO";2017;1;41;"SALA DAS ALGAS";"2017-02-13";"2017-07-01";"04A";"24M34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"BEZ0076";"FUNDAMENTOS DE PALEONTOLOGIA";"GRADUAÇÃO";2017;1;40;"Museu Câmara Cascudo (MCC)";"2017-02-13";"2017-07-01";"01";"6T3456";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DBG0147";"EVOLUCAO";"GRADUAÇÃO";2017;1;30;"Sala dos eptélios";"2017-02-13";"2017-07-01";"01";"35T34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DFS0203";"COMPORTAMENTO ANIMAL";"GRADUAÇÃO";2017;1;30;"SALA AROEIRA";"2017-02-13";"2017-07-01";"01";"24T56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"MUS2311";"ANALISE MUSICAL I";"GRADUAÇÃO";2017;1;40;"Sala 23";"2017-02-13";"2017-07-01";"01";"25M12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DMP0090";"IMUNOLOGIA BASICA";"GRADUAÇÃO";2017;1;20;"CATOLÉ";"2017-02-13";"2017-07-01";"04A";"35M56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"MCL0044.1";"INICIACAO AO EXAME CLINICO - PRATICA";"GRADUAÇÃO";2017;1;7;"HUOL";"2017-02-13";"2017-07-01";"01";"24M345 5M34 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"IMD0505";"DESIGN DA INTERACAO HUMANO-COMPUTADOR";"GRADUAÇÃO";2017;1;40;"A309";"2017-02-13";"2017-07-01";"01";"24T56 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CST3118";"SAUDE DO TRABALHADOR";"GRADUAÇÃO";2017;1;30;"Sala de Aula Anfiteatro";"2017-02-13";"2017-07-01";"01";"3T345";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Santa Cruz"
"ACT0063.1";"MICROBIOLOGIA CLINICA - PRATICA";"GRADUAÇÃO";2017;1;16;"Lab de Microbiologia Clínica";"2017-02-13";"2017-07-01";"03";"2M345 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ACT0043";"IMUNOHEMATOLOGIA";"GRADUAÇÃO";2017;1;25;"Sala 7B5 e Laboratório de Hematologia";"2017-02-13";"2017-07-01";"01";"6M234";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ECT2401";"COMPUTACAO NUMERICA";"GRADUAÇÃO";2017;1;15;"ECT - Sala 6";"2017-02-13";"2017-07-01";"04D";"35N34 (13/02/2017 - 31/03/2017),  5T56  35N34 (01/04/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"PGEL011";"ESTUDOS DE LETRAMENTO";"STRICTO SENSU";2017;1;30;"setor 2, bloco i, 13";"2017-03-06";"2017-07-14";"01";"3T23456";"";"f";1;"";"f";"ABERTA";"";"Presencial";""
"HIS0013";"HISTORIA DA AMERICA I";"GRADUAÇÃO";2017;1;60;"2A2";"2017-02-13";"2017-07-01";"02";"35N34";"";"f";1;"";"f";"A DEFINIR DOCENTE";"";"Presencial";"Campus Central"
"DEF0500";"METODOLOGIA DO JOGO";"GRADUAÇÃO";2017;1;50;"Sala de Aula 01 - Sala de Ginástica (4T56)";"2017-02-13";"2017-07-01";"01";"24T56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DBF0042";"ETICA E COMPROMISSO SOCIAL";"GRADUAÇÃO";2017;1;50;"Anfiteatro do DBF - CB";"2017-02-13";"2017-07-01";"03";"5T56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CON4106";"CONTABILIDADE TRIBUTARIA";"GRADUAÇÃO";2017;1;50;"SETOR V";"2017-02-13";"2017-07-01";"02";"24N34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CON3116";"EDUCACAO FISCAL";"GRADUAÇÃO";2017;1;40;"VF2";"2017-02-13";"2017-07-01";"02";"24N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CON4104";"CONTABILIDADE INTERMEDIARIA II";"GRADUAÇÃO";2017;1;50;"VG4";"2017-02-13";"2017-07-01";"02";"35N34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"MDM0048";"TEMAS PRATICOS EM ASSISTENCIA PERINATAL";"GRADUAÇÃO";2017;1;30;"Hospital do Seridó";"2017-02-13";"2017-07-01";"01";"2T234 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Caicó"
"DCO1013";"COMUNICACOES DIGITAIS";"GRADUAÇÃO";2017;1;44;"4I4";"2017-02-13";"2017-07-01";"01";"2N12 4N34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DPU0125";"DIREITO INTERNACIONAL PUBLICO";"GRADUAÇÃO";2017;1;59;"Setor I - Sala 1G2";"2017-02-13";"2017-07-01";"01";"24M34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"COM0314";"PUBLICIDADE E CIDADANIA";"GRADUAÇÃO";2017;1;45;"DECOM - SALA 03";"2017-02-13";"2017-07-01";"01";"24N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DCO1001";"SINAIS E SISTEMAS LINEARES";"GRADUAÇÃO";2017;1;30;"4A6";"2017-02-13";"2017-07-01";"01";"35N34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ELE0582";"FUNDAMENTOS DE ELETRONICA";"GRADUAÇÃO";2017;1;40;"4I3";"2017-02-13";"2017-07-01";"01";"24M34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DDP0210";"DIREITO PROCESSUAL CIVIL I";"GRADUAÇÃO";2017;1;53;"1G2";"2017-02-13";"2017-07-01";"01";"35M34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DPR0202";"DIREITO CIVIL III";"GRADUAÇÃO";2017;1;53;"1H4";"2017-02-13";"2017-07-01";"02";"35N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DPU0208";"DIREITO PENAL III";"GRADUAÇÃO";2017;1;53;"Setor I - Sala 1G2";"2017-02-13";"2017-07-01";"01";"2M56 6M34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"FPE5027";"GESTAO E COORDENACAO PEDAGOGICA";"GRADUAÇÃO";2017;1;50;"Prédio da Pedagogia - 306";"2017-02-13";"2017-07-01";"01";"24T12 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DPR0208";"DIREITO EMPRESARIAL I";"GRADUAÇÃO";2017;1;53;"1G2";"2017-02-13";"2017-07-01";"01";"26M12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ELE0583";"LABORATORIO DE COMUNICACOES I";"GRADUAÇÃO";2017;1;20;"LAB DE COMUNICAÇÕES 1(NTI)";"2017-02-13";"2017-07-01";"03";"5M56 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ECT2416";"EXPRESSAO GRAFICA";"GRADUAÇÃO";2017;1;40;"ECT - Sala 1";"2017-02-13";"2017-07-01";"03B";"35M56 (13/02/2017 - 21/05/2017),  46T12 (22/05/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DHG0183";"SEMINARIO DE DESENVOLVIMENTO REGIONAL";"GRADUAÇÃO";2017;1;50;"Sala de Cartografia e Hidrografia / D8";"2017-02-13";"2017-07-01";"01";"5N1234";"";"f";1;"";"f";"EXCLUÍDA";"";"Presencial";"Campus Caicó"
"CSH5173";"FUNDAMENTOS DE MARKETING";"GRADUAÇÃO";2017;1;50;"UFRN CERES Currais Novos";"2017-02-13";"2017-07-01";"01";"3N34 4N12";"";"f";1;"";"f";"A DEFINIR DOCENTE";"";"Presencial";"Campus Currais Novos"
"DEF0630";"ESTAGIO SUPERVISIONADO I";"GRADUAÇÃO";2017;1;20;"Sala de Aula 04";"2017-02-13";"2017-07-01";"01";"6M3456 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DEF0041";"SOCIOLOGIA DO ESPORTE E DAS PRATICAS CORPORAIS";"GRADUAÇÃO";2017;1;50;"Sala de Aula 01";"2017-02-13";"2017-07-01";"01";"35T34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"FPE5024";"ALFABETIZACAO E LETRAMENTO II";"GRADUAÇÃO";2017;1;50;"Prédio da Pedagogia - 404";"2017-02-13";"2017-07-01";"02";"4N1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"FIS0801";"FISICA GERAL I";"GRADUAÇÃO";2017;1;30;"3F2";"2017-02-13";"2017-07-01";"03";"24T12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ELE0523";"INSTALACOES ELETRICAS";"GRADUAÇÃO";2017;1;46;"4A10";"2017-02-13";"2017-07-01";"01";"246M34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DIM0411";"PROCESSAMENTO DE IMAGENS";"GRADUAÇÃO";2017;1;40;"3E3";"2017-02-13";"2017-07-01";"01";"35M34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ADM0541";"GESTAO DE PESSOAS I";"GRADUAÇÃO";2017;1;55;"IH4";"2017-02-13";"2017-07-01";"03";"24T34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ECL0010";"ECOLOGIA GERAL";"GRADUAÇÃO";2017;1;35;"Pau Brasil";"2017-02-13";"2017-07-01";"01";"24T56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DCA0202";"CIRCUITOS DIGITAIS";"GRADUAÇÃO";2017;1;21;"4I3(35T12); 4E3(5T34)";"2017-02-13";"2017-07-01";"01A";"3T12 5T1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"GEO0004";"OTICA CRISTALINA";"GRADUAÇÃO";2017;1;10;"Laboratório de Geologia - Lab. Microscopia Estud.";"2017-02-13";"2017-07-01";"01";"35M34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ELE0582";"FUNDAMENTOS DE ELETRONICA";"GRADUAÇÃO";2017;1;25;"4B3";"2017-02-13";"2017-07-01";"02";"2N34 6N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"MGO0010";"SAUDE DA MULHER";"GRADUAÇÃO";2017;1;10;"DTG, Lab habilidades, UBS";"2017-02-13";"2017-07-01";"01";"3M234";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"FPE0682";"ORGANIZACAO DA EDUCACAO BRASILEIRA";"GRADUAÇÃO";2017;1;50;"2H3";"2017-02-13";"2017-07-01";"06";"3N1234 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"MCL0044.1";"INICIACAO AO EXAME CLINICO - PRATICA";"GRADUAÇÃO";2017;1;7;"HUOL";"2017-02-13";"2017-07-01";"06";"24M345 5M34 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DCO1043";"PROGRAMACAO ORIENTADA A OBJETOS";"GRADUAÇÃO";2017;1;25;"4C4";"2017-02-13";"2017-07-01";"01";"46T56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"LET0499";"LINGUA BRASILEIRA DE SINAIS III";"GRADUAÇÃO";2017;1;40;"2H3";"2017-02-13";"2017-07-01";"01";"4N1234 7N123 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"LET0507";"LITERATURA PORTUGUESA";"GRADUAÇÃO";2017;1;40;"2H3";"2017-02-13";"2017-07-01";"01";"2N1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DCS0014";"INTRODUCAO AS CIENCIAS SOCIAIS";"GRADUAÇÃO";2017;1;40;"IIG3";"2017-02-13";"2017-07-01";"01";"46N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ECO1327";"ECONOMIA INTERNACIONAL II";"GRADUAÇÃO";2017;1;40;"I D4";"2017-02-13";"2017-07-01";"01";"35N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ADM0541";"GESTAO DE PESSOAS I";"GRADUAÇÃO";2017;1;55;"IE4";"2017-02-13";"2017-07-01";"02";"2N34 6N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"LET0510";"LITERATURA SURDA I";"GRADUAÇÃO";2017;1;40;"2H3";"2017-02-13";"2017-07-01";"01";"5N1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"HIS0013";"HISTORIA DA AMERICA I";"GRADUAÇÃO";2017;1;60;"2A2";"2017-02-13";"2017-07-01";"01";"35M12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DPU0037";"DIREITO AMBIENTAL";"GRADUAÇÃO";2017;1;53;"Setor I - Sala 1A3";"2017-02-13";"2017-07-01";"01";"35M56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DPU0225";"DIREITO ADMINISTRATIVO III";"GRADUAÇÃO";2017;1;53;"Setor I - Sala 1A1";"2017-02-13";"2017-07-01";"01";"35M34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"HIS0040";"HISTORIA ANTIGA I";"GRADUAÇÃO";2017;1;70;"2A1";"2017-02-13";"2017-07-01";"01";"35M34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"QUI0039";"PRINCIPIOS DE QUIMICA ORGANICA";"GRADUAÇÃO";2017;1;50;"3E3";"2017-02-13";"2017-07-01";"03";"35N34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CST0001";"SAUDE E CIDADANIA";"GRADUAÇÃO";2017;1;12;"Est. de Saúde da Família/ Salas Bloco I";"2017-02-13";"2017-07-01";"07";"5M234 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Santa Cruz"
"DMP0118";"HELMINTOLOGIA";"GRADUAÇÃO";2017;1;47;"MULUNGÚ";"2017-02-13";"2017-07-01";"02A";"35M56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ADM0001";"INTRODUCAO A ADMINISTRACAO";"GRADUAÇÃO";2017;1;30;"VG1";"2017-02-13";"2017-07-01";"03";"6T1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
